province,speculation,type_culture,year,rendement
Yatenga,maïs,pure,2018,1043
Yatenga,maïs,pure,2019,722
Yatenga,maïs,pure,2020,1256
Yatenga,maïs,pure,2021,367
Zondoma,maïs,pure,2012,1278
Zondoma,maïs,pure,2013,1171
Zondoma,maïs,pure,2014,1462
Zondoma,maïs,pure,2015,1308
Zondoma,maïs,pure,2016,793
Zondoma,maïs,pure,2017,956
Zondoma,maïs,pure,2018,1062
Zondoma,maïs,pure,2019,1044
Zondoma,maïs,pure,2020,1829
Zondoma,maïs,pure,2021,737
Ganzourgou,maïs,pure,2012,1653
Ganzourgou,maïs,pure,2013,1865
Ganzourgou,maïs,pure,2014,1518
Ganzourgou,maïs,pure,2015,1502
Ganzourgou,maïs,pure,2016,1527
Ganzourgou,maïs,pure,2017,1534
Ganzourgou,maïs,pure,2018,1351
Ganzourgou,maïs,pure,2019,1245
Ganzourgou,maïs,pure,2020,1626
Ganzourgou,maïs,pure,2021,1406
Kourweogo,maïs,pure,2012,902
Kourweogo,maïs,pure,2013,723
Kourweogo,maïs,pure,2014,941
Kourweogo,maïs,pure,2015,563
Kourweogo,maïs,pure,2016,525
Kourweogo,maïs,pure,2017,428
Kourweogo,maïs,pure,2018,926
Kourweogo,maïs,pure,2019,1019
Kourweogo,maïs,pure,2020,932
Kourweogo,maïs,pure,2021,846
Oubritenga,maïs,pure,2012,1260
Oubritenga,maïs,pure,2013,1241
Oubritenga,maïs,pure,2014,1430
Oubritenga,maïs,pure,2015,709
Oubritenga,maïs,pure,2016,1182
Oubritenga,maïs,pure,2017,700
Oubritenga,maïs,pure,2018,1202
Oubritenga,maïs,pure,2019,1148
Oubritenga,maïs,pure,2020,1508
Oubritenga,maïs,pure,2021,1215
Oudalan,maïs,pure,2012,
Oudalan,maïs,pure,2013,122
Oudalan,maïs,pure,2014,
Oudalan,maïs,pure,2015,44
Oudalan,maïs,pure,2016,76
Oudalan,maïs,pure,2017,467
Oudalan,maïs,pure,2018,315
Oudalan,maïs,pure,2019,461
Oudalan,maïs,pure,2020,438
Oudalan,maïs,pure,2021,
Seno,maïs,pure,2012,348
Seno,maïs,pure,2013,802
Seno,maïs,pure,2014,680
Seno,maïs,pure,2015,831
Seno,maïs,pure,2016,406
Seno,maïs,pure,2017,421
Seno,maïs,pure,2018,1138
Seno,maïs,pure,2019,457
Seno,maïs,pure,2020,809
Seno,maïs,pure,2021,747
Soum,maïs,pure,2012,1284
Soum,maïs,pure,2013,1276
Soum,maïs,pure,2014,518
Soum,maïs,pure,2015,567
Soum,maïs,pure,2016,608
Soum,maïs,pure,2017,717
Soum,maïs,pure,2018,701
Soum,maïs,pure,2019,632
Soum,maïs,pure,2020,532
Soum,maïs,pure,2021,334
Yagha,maïs,pure,2012,1484
Yagha,maïs,pure,2013,1023
Yagha,maïs,pure,2014,680
Yagha,maïs,pure,2015,610
Yagha,maïs,pure,2016,644
Yagha,maïs,pure,2017,751
Yagha,maïs,pure,2018,811
Yagha,maïs,pure,2019,612
Yagha,maïs,pure,2020,830
Yagha,maïs,pure,2021,455
Bougouriba,maïs,pure,2012,1274
Bougouriba,maïs,pure,2013,1150
Bougouriba,maïs,pure,2014,1410
Bougouriba,maïs,pure,2015,1546
Bougouriba,maïs,pure,2016,1753
Bougouriba,maïs,pure,2017,1371
Bougouriba,maïs,pure,2018,1571
Bougouriba,maïs,pure,2019,1228
Bougouriba,maïs,pure,2020,1492
Bougouriba,maïs,pure,2021,1315
Ioba,maïs,pure,2012,1105
Ioba,maïs,pure,2013,1338
Ioba,maïs,pure,2014,1680
Ioba,maïs,pure,2015,1556
Ioba,maïs,pure,2016,1627
Ioba,maïs,pure,2017,1357
Ioba,maïs,pure,2018,1302
Ioba,maïs,pure,2019,1339
Ioba,maïs,pure,2020,1184
Ioba,maïs,pure,2021,1331
Noumbiel,maïs,pure,2012,855
Noumbiel,maïs,pure,2013,340
Noumbiel,maïs,pure,2014,772
Noumbiel,maïs,pure,2015,511
Noumbiel,maïs,pure,2016,1115
Noumbiel,maïs,pure,2017,868
Noumbiel,maïs,pure,2018,1431
Noumbiel,maïs,pure,2019,1291
Noumbiel,maïs,pure,2020,1485
Noumbiel,maïs,pure,2021,1373
Poni,maïs,pure,2012,1346
Poni,maïs,pure,2013,1088
Poni,maïs,pure,2014,1517
Poni,maïs,pure,2015,1144
Poni,maïs,pure,2016,1446
Poni,maïs,pure,2017,1356
Poni,maïs,pure,2018,1605
Poni,maïs,pure,2019,1147
Poni,maïs,pure,2020,1454
Poni,maïs,pure,2021,1514
