province,speculation,type_culture,year,rendement
Houet,sesame,pure,2020,491
Houet,sesame,pure,2021,339
Kenedougou,sesame,pure,2012,173
Kenedougou,sesame,pure,2013,440
Kenedougou,sesame,pure,2014,431
Kenedougou,sesame,pure,2015,413
Kenedougou,sesame,pure,2016,406
Kenedougou,sesame,pure,2017,380
Kenedougou,sesame,pure,2018,485
Kenedougou,sesame,pure,2019,552
Kenedougou,sesame,pure,2020,493
Kenedougou,sesame,pure,2021,595
Tuy,sesame,pure,2012,733
Tuy,sesame,pure,2013,708
Tuy,sesame,pure,2014,667
Tuy,sesame,pure,2015,435
Tuy,sesame,pure,2016,447
Tuy,sesame,pure,2017,538
Tuy,sesame,pure,2018,619
Tuy,sesame,pure,2019,551
Tuy,sesame,pure,2020,422
Tuy,sesame,pure,2021,537
Loroum,sesame,pure,2012,647
Loroum,sesame,pure,2013,619
Loroum,sesame,pure,2014,831
Loroum,sesame,pure,2015,926
Loroum,sesame,pure,2016,374
Loroum,sesame,pure,2017,554
Loroum,sesame,pure,2018,453
Loroum,sesame,pure,2019,649
Loroum,sesame,pure,2020,327
Loroum,sesame,pure,2021,298
Passore,sesame,pure,2012,654
Passore,sesame,pure,2013,681
Passore,sesame,pure,2014,413
Passore,sesame,pure,2015,425
Passore,sesame,pure,2016,227
Passore,sesame,pure,2017,237
Passore,sesame,pure,2018,524
Passore,sesame,pure,2019,495
Passore,sesame,pure,2020,301
Passore,sesame,pure,2021,96
Yatenga,sesame,pure,2012,650
Yatenga,sesame,pure,2013,490
Yatenga,sesame,pure,2014,893
Yatenga,sesame,pure,2015,557
Yatenga,sesame,pure,2016,414
Yatenga,sesame,pure,2017,508
Yatenga,sesame,pure,2018,475
Yatenga,sesame,pure,2019,647
Yatenga,sesame,pure,2020,876
Yatenga,sesame,pure,2021,398
Zondoma,sesame,pure,2012,194
Zondoma,sesame,pure,2013,624
Zondoma,sesame,pure,2014,485
Zondoma,sesame,pure,2015,703
Zondoma,sesame,pure,2016,358
Zondoma,sesame,pure,2017,587
Zondoma,sesame,pure,2018,470
Zondoma,sesame,pure,2019,638
Zondoma,sesame,pure,2020,392
Zondoma,sesame,pure,2021,71
Ganzourgou,sesame,pure,2012,780
Ganzourgou,sesame,pure,2013,600
Ganzourgou,sesame,pure,2014,745
Ganzourgou,sesame,pure,2015,860
Ganzourgou,sesame,pure,2016,697
Ganzourgou,sesame,pure,2017,563
Ganzourgou,sesame,pure,2018,648
Ganzourgou,sesame,pure,2019,543
Ganzourgou,sesame,pure,2020,688
Ganzourgou,sesame,pure,2021,596
Kourweogo,sesame,pure,2012,889
Kourweogo,sesame,pure,2013,428
Kourweogo,sesame,pure,2014,643
Kourweogo,sesame,pure,2015,360
Kourweogo,sesame,pure,2016,277
Kourweogo,sesame,pure,2017,79
Kourweogo,sesame,pure,2018,238
Kourweogo,sesame,pure,2019,286
Kourweogo,sesame,pure,2020,406
Kourweogo,sesame,pure,2021,233
Oubritenga,sesame,pure,2012,567
Oubritenga,sesame,pure,2013,666
Oubritenga,sesame,pure,2014,426
Oubritenga,sesame,pure,2015,484
Oubritenga,sesame,pure,2016,459
Oubritenga,sesame,pure,2017,324
Oubritenga,sesame,pure,2018,447
Oubritenga,sesame,pure,2019,309
Oubritenga,sesame,pure,2020,560
Oubritenga,sesame,pure,2021,441
Oudalan,sesame,pure,2012,200
Oudalan,sesame,pure,2013,175
Oudalan,sesame,pure,2014,36
Oudalan,sesame,pure,2015,248
Oudalan,sesame,pure,2016,244
Oudalan,sesame,pure,2017,344
Oudalan,sesame,pure,2018,517
Oudalan,sesame,pure,2019,1003
Oudalan,sesame,pure,2020,482
Oudalan,sesame,pure,2021,260
Seno,sesame,pure,2012,
Seno,sesame,pure,2013,423
Seno,sesame,pure,2014,424
Seno,sesame,pure,2015,273
