province,speculation,type_culture,year,rendement
Seno,voandzou,pure,2020,255
Seno,voandzou,pure,2021,182
Soum,voandzou,pure,2012,544
Soum,voandzou,pure,2013,588
Soum,voandzou,pure,2014,594
Soum,voandzou,pure,2015,515
Soum,voandzou,pure,2016,442
Soum,voandzou,pure,2017,491
Soum,voandzou,pure,2018,548
Soum,voandzou,pure,2019,534
Soum,voandzou,pure,2020,988
Soum,voandzou,pure,2021,463
Yagha,voandzou,pure,2012,
Yagha,voandzou,pure,2013,496
Yagha,voandzou,pure,2014,396
Yagha,voandzou,pure,2015,657
Yagha,voandzou,pure,2016,811
Yagha,voandzou,pure,2017,669
Yagha,voandzou,pure,2018,1192
Yagha,voandzou,pure,2019,537
Yagha,voandzou,pure,2020,869
Yagha,voandzou,pure,2021,1040
Bougouriba,voandzou,pure,2012,833
Bougouriba,voandzou,pure,2013,450
Bougouriba,voandzou,pure,2014,1322
Bougouriba,voandzou,pure,2015,888
Bougouriba,voandzou,pure,2016,822
Bougouriba,voandzou,pure,2017,816
Bougouriba,voandzou,pure,2018,949
Bougouriba,voandzou,pure,2019,918
Bougouriba,voandzou,pure,2020,992
Bougouriba,voandzou,pure,2021,919
Ioba,voandzou,pure,2012,533
Ioba,voandzou,pure,2013,231
Ioba,voandzou,pure,2014,1175
Ioba,voandzou,pure,2015,1055
Ioba,voandzou,pure,2016,698
Ioba,voandzou,pure,2017,762
Ioba,voandzou,pure,2018,962
Ioba,voandzou,pure,2019,929
Ioba,voandzou,pure,2020,664
Ioba,voandzou,pure,2021,598
Noumbiel,voandzou,pure,2012,700
Noumbiel,voandzou,pure,2013,375
Noumbiel,voandzou,pure,2014,836
Noumbiel,voandzou,pure,2015,676
Noumbiel,voandzou,pure,2016,637
Noumbiel,voandzou,pure,2017,625
Noumbiel,voandzou,pure,2018,1277
Noumbiel,voandzou,pure,2019,813
Noumbiel,voandzou,pure,2020,793
Noumbiel,voandzou,pure,2021,1053
Poni,voandzou,pure,2012,971
Poni,voandzou,pure,2013,908
Poni,voandzou,pure,2014,785
Poni,voandzou,pure,2015,1010
Poni,voandzou,pure,2016,1127
Poni,voandzou,pure,2017,729
Poni,voandzou,pure,2018,940
Poni,voandzou,pure,2019,930
Poni,voandzou,pure,2020,860
Poni,voandzou,pure,2021,711
