province,speculation,type_culture,year,rendement
Loroum,niebe,pure,2018,616
Loroum,niebe,pure,2019,636
Loroum,niebe,pure,2020,574
Loroum,niebe,pure,2021,527
Passore,niebe,pure,2012,1038
Passore,niebe,pure,2013,719
Passore,niebe,pure,2014,773
Passore,niebe,pure,2015,630
Passore,niebe,pure,2016,359
Passore,niebe,pure,2017,355
Passore,niebe,pure,2018,696
Passore,niebe,pure,2019,616
Passore,niebe,pure,2020,662
Passore,niebe,pure,2021,69
Yatenga,niebe,pure,2012,749
Yatenga,niebe,pure,2013,752
Yatenga,niebe,pure,2014,750
Yatenga,niebe,pure,2015,773
Yatenga,niebe,pure,2016,556
Yatenga,niebe,pure,2017,796
Yatenga,niebe,pure,2018,917
Yatenga,niebe,pure,2019,805
Yatenga,niebe,pure,2020,740
Yatenga,niebe,pure,2021,339
Zondoma,niebe,pure,2012,1014
Zondoma,niebe,pure,2013,763
Zondoma,niebe,pure,2014,1464
Zondoma,niebe,pure,2015,1139
Zondoma,niebe,pure,2016,684
Zondoma,niebe,pure,2017,798
Zondoma,niebe,pure,2018,960
Zondoma,niebe,pure,2019,696
Zondoma,niebe,pure,2020,909
Zondoma,niebe,pure,2021,268
Ganzourgou,niebe,pure,2012,895
Ganzourgou,niebe,pure,2013,600
Ganzourgou,niebe,pure,2014,1009
Ganzourgou,niebe,pure,2015,494
Ganzourgou,niebe,pure,2016,921
Ganzourgou,niebe,pure,2017,644
Ganzourgou,niebe,pure,2018,813
Ganzourgou,niebe,pure,2019,752
Ganzourgou,niebe,pure,2020,865
Ganzourgou,niebe,pure,2021,641
Kourweogo,niebe,pure,2012,807
Kourweogo,niebe,pure,2013,1036
Kourweogo,niebe,pure,2014,727
Kourweogo,niebe,pure,2015,666
Kourweogo,niebe,pure,2016,625
Kourweogo,niebe,pure,2017,193
Kourweogo,niebe,pure,2018,937
Kourweogo,niebe,pure,2019,989
Kourweogo,niebe,pure,2020,569
Kourweogo,niebe,pure,2021,768
Oubritenga,niebe,pure,2012,774
Oubritenga,niebe,pure,2013,771
Oubritenga,niebe,pure,2014,829
Oubritenga,niebe,pure,2015,703
Oubritenga,niebe,pure,2016,738
Oubritenga,niebe,pure,2017,407
Oubritenga,niebe,pure,2018,948
Oubritenga,niebe,pure,2019,535
Oubritenga,niebe,pure,2020,816
Oubritenga,niebe,pure,2021,617
Oudalan,niebe,pure,2012,
Oudalan,niebe,pure,2013,741
Oudalan,niebe,pure,2014,137
Oudalan,niebe,pure,2015,29
Oudalan,niebe,pure,2016,464
Oudalan,niebe,pure,2017,617
Oudalan,niebe,pure,2018,438
Oudalan,niebe,pure,2019,402
Oudalan,niebe,pure,2020,924
Oudalan,niebe,pure,2021,289
Seno,niebe,pure,2012,600
Seno,niebe,pure,2013,517
Seno,niebe,pure,2014,371
Seno,niebe,pure,2015,1652
Seno,niebe,pure,2016,293
Seno,niebe,pure,2017,562
Seno,niebe,pure,2018,244
Seno,niebe,pure,2019,559
Seno,niebe,pure,2020,444
Seno,niebe,pure,2021,397
Soum,niebe,pure,2012,70
Soum,niebe,pure,2013,508
Soum,niebe,pure,2014,408
Soum,niebe,pure,2015,530
Soum,niebe,pure,2016,376
Soum,niebe,pure,2017,400
Soum,niebe,pure,2018,540
Soum,niebe,pure,2019,574
Soum,niebe,pure,2020,718
Soum,niebe,pure,2021,515
Yagha,niebe,pure,2012,1211
Yagha,niebe,pure,2013,817
Yagha,niebe,pure,2014,545
Yagha,niebe,pure,2015,946
Yagha,niebe,pure,2016,505
Yagha,niebe,pure,2017,
Yagha,niebe,pure,2018,806
Yagha,niebe,pure,2019,522
Yagha,niebe,pure,2020,361
Yagha,niebe,pure,2021,360
Bougouriba,niebe,pure,2012,595
Bougouriba,niebe,pure,2013,435
Bougouriba,niebe,pure,2014,570
Bougouriba,niebe,pure,2015,794
Bougouriba,niebe,pure,2016,647
Bougouriba,niebe,pure,2017,879
Bougouriba,niebe,pure,2018,911
Bougouriba,niebe,pure,2019,795
Bougouriba,niebe,pure,2020,698
Bougouriba,niebe,pure,2021,765
Ioba,niebe,pure,2012,624
Ioba,niebe,pure,2013,543
Ioba,niebe,pure,2014,896
Ioba,niebe,pure,2015,869
Ioba,niebe,pure,2016,958
Ioba,niebe,pure,2017,726
Ioba,niebe,pure,2018,762
Ioba,niebe,pure,2019,946
Ioba,niebe,pure,2020,590
Ioba,niebe,pure,2021,610
Noumbiel,niebe,pure,2012,548
Noumbiel,niebe,pure,2013,443
Noumbiel,niebe,pure,2014,580
Noumbiel,niebe,pure,2015,702
Noumbiel,niebe,pure,2016,564
Noumbiel,niebe,pure,2017,660
Noumbiel,niebe,pure,2018,825
Noumbiel,niebe,pure,2019,599
Noumbiel,niebe,pure,2020,850
Noumbiel,niebe,pure,2021,797
Poni,niebe,pure,2012,755
Poni,niebe,pure,2013,454
Poni,niebe,pure,2014,806
Poni,niebe,pure,2015,690
Poni,niebe,pure,2016,948
Poni,niebe,pure,2017,973
Poni,niebe,pure,2018,782
Poni,niebe,pure,2019,883
Poni,niebe,pure,2020,620
Poni,niebe,pure,2021,697
